姓名0,电话1,邮箱2,英文名称3,座机、传真4,职位5,公司名称6,地址7,高校8,专业名称9,资格证书10,中国地级市11,专业技术职务12,省份13,银行名称14,邮政编码15,姓氏16
宦念文,15158717836,p1tn3dpis@tech.com,EvansKimberley,027-54678720,,正祥技术有限公司,武汉筒傅路 15号 怨小区 19号楼 9单元 743室,天津农学院,050205 日语语言文学,印刷设计师,滁州市,一级校对,西藏自治区,交通银行沈阳分行北站支行,,萧
寻敏学,18827366330,gkk7p6m43@tech.com,FunkColby,027-54678721,,茂百技术有限公司,武汉酱春路 15号 媳小区 87号楼 8单元 991室,天津医科大学,050206 印度语言文学,印刷图文信息处理师,六安市,馆员,香港,交通银行沈阳分行新华支行,,尹
官子琪,13959760437,r13bk34qh@tech.com,JonsonDean,027-54678722,,晶茂技术有限公司,武汉没吠路 08号 拇小区 54号楼 8单元 502室,天津中医药大学,050207 西班牙语语言文学,针织工程师,马鞍山市,工艺美术师,澳门,交通银行沈阳分行滨湖支行,,姚
顾修慧德,18806452507,16f2cifk8@tech.com,CissieIsidore,027-54678723,,泰亚技术有限公司,黄石彼娇路 18号 也小区 54号楼 7单元 566室,天津师范大学,050208 阿拉伯语语言文学,制浆造纸工程师,巢湖市,一级教练,,交通银行沈阳桃仙支行,,邵
战慧德厚,18821837150,pm7f7fh76@tech.com,HawthorneBenedict,027-54678724,,同进技术有限公司,黄石悦舷路 05号 猛小区 66号楼 5单元 816室,天津职业技术师范大学,050209 欧洲语言文学,藏医学咨询师,芜湖市,翻译,,交通银行沈阳北陵支行,,湛
银琴雪,13667232287,cqm2k30te@tech.com,Wyld(e)Rory,027-54678725,,国聚实业有限公司,黄石崖险路 18号 守小区 73号楼 4单元 899室,天津外国语大学,050210 亚非语言文学,芳香保健师,宣城市,一级播音员,,交通银行沈阳长泰支行,,汪
鞠飞捷,18808839035,hht5jhn7l@tech.com,TracyJodie,027-54678726,,圣本实业有限公司,黄石瓜滞路 03号 旧小区 76号楼 3单元 427室,天津商业大学,050211 外国语言学及应用语言学,公共卫生管理师,铜陵市,三级编剧,,交通银行沈阳服装城支行,,祁
士以南,18873433836,4mmgi1j8q@tech.com,HarringtonZero,027-54678727,,同高实业有限公司,黄石古哨路 13号 抠小区 72号楼 1单元 135室,天津财经大学,0503 新闻传播学,孤残儿童护理师,池州市,三级作曲,,交通银行沈阳市府大路支行,,毛
资思雅,13643435764,h5f6alqrk@tech.com,Alsop(p)Jane,027-54678728,,公浩实业有限公司,黄石卤账路 11号 暇小区 54号楼 3单元 657室,天津体育学院,050301 新闻学,呼吸治疗师,安庆市,三级导演,,交通银行大连贸易大世界分理处,,禹
合英发,15863741834,0te6so57e@tech.com,JeremiahJessica,027-54678729,,厚全实业有限公司,黄石鹿桶路 17号 猜小区 65号楼 2单元 443室,天津音乐学院,050302 传播学,护理保健师,黄山市,三级演员,,交通银行大连北粮支行,,狄
仲孙怡悦,18868160608,5ftakjjb4@tech.com,BirdRobin,027-54678730,,荣亨实业有限公司,黄石毖涟路 09号 姥小区 85号楼 9单元 188室,天津美术学院,0504 艺术学,健康管理师,福州市,三级演奏员,,交通银行大连西岗支行,,米
狄慧丽,15157815649,ro4a0m9n8@tech.com,BessJonathan,027-54678731,,本发实业有限公司,黄石堆徊路 15号 耐小区 17号楼 6单元 859室,天津城建大学,050401 艺术学,紧急救助师,宁德市,三级指挥,,交通银行大连五一广场支行,,贝
依飞烟,13999883762,935gs29qi@tech.com,WillSophia,027-54678732,,自信皇实业有限公司,黄石呀壮路 08号 揽小区 85号楼 9单元 451室,天津天狮学院,050402 音乐学,康复保健师,南平市,三级美术师,,交通银行大连桃源支行,,明
乾嘉云,13974881872,78gin27d3@tech.com,MelvilleRita,027-54678733,,升捷实业有限公司,黄石诳移路 12号 辞小区 99号楼 5单元 135室,天津外国语大学滨海外事学院,050403 美术学,口腔保健师,三明市,三级舞美设计师,,交通银行大连兴业分理处,,臧
蒙又蓝,15859960931,t5p82dj1o@tech.com,ClaphamHilda,027-54678734,,高光实业有限公司,黄石轿谭路 14号 绷小区 48号楼 1单元 160室,天津体育学院运动与文化艺术学院,050404 设计艺术学,口腔医学咨询师,莆田市,舞台技师,,交通银行大连华惠分理处,,计
问音景,18599326284,m6koomdrq@tech.com,StevensonMaria,027-54678735,,广千实业有限公司,黄石式廖路 10号 兔小区 19号楼 3单元 892室,天津商业大学宝德学院,050405 戏剧戏曲学,临床医学咨询师,龙岩市,三级律师,,交通银行大连铁路广场分理处,,伏
保雁桃,13964410945,o93no0bjj@tech.com,JasperLester,027-54678736,,发盛实业有限公司,黄石承岸路 05号 唾小区 93号楼 3单元 326室,天津医科大学临床医学院,050406 电影学,美容师,泉州市,三级公证员,,交通银行大连五一路分理处,,成
鲁谷秋,18890358053,foo4crq4p@tech.com,CharlesIvy,027-54678737,,鼎宝实业有限公司,黄石食宰路 07号 郴小区 81号楼 5单元 974室,南开大学滨海学院,050407 广播电视艺术学,蒙医学咨询师招生,漳州市,实验师,,交通银行大连金兴路分理处,,戴
励文昂,13963279396,hkfdpbf41@tech.com,SnowJoan,027-54678738,,仁义实业有限公司,黄石勒灿路 10号 颇小区 26号楼 8单元 840室,天津师范大学津沽学院,050408 舞蹈学,生殖健康咨询师,厦门市,广告设计师,,交通银行大连旅顺口支行,,谈
以觅儿,13650551753,sc7pd00c2@tech.com,EllisKevin,027-54678739,,高旺实业有限公司,黄石城负路 10号 自信小区 27号楼 3单元 902室,天津理工大学中环信息学院,06 历史学,维医学咨询师,南昌市,二级实习指导教师,,交通银行大连普兰店新市分理处,,宋
匡冰冰,15197488554,298efoml4@tech.com,Clark(e)Nicholas,027-54678740,,捷东实业有限公司,黄石斜染路 12号 勘小区 64号楼 1单元 611室,北京科技大学天津学院,0601 历史学,卫生监督管理师,九江市,助理工程师,,交通银行大连普兰店新隆分理处,,茅
夹谷馨兰,18814012602,7i63k4fb8@tech.com,BowenAdair,027-54678741,,台升实业有限公司,黄石创加仓路 03号 匙小区 13号楼 1单元 390室,天津大学仁爱学院,060101 史学理论及史学史,卫生检验检疫师,景德镇市,医师,,交通银行大连普兰店新东分理处,,庞　
麴靖琪,18541448432,msaa2qnsd@tech.com,WoodElaine,027-54678742,,欣昌实业有限公司,黄石卑窝路 19号 诹小区 10号楼 5单元 255室,天津财经大学珠江学院,060102 考古学及博物馆学,卫生信息管理师,上饶市,药师,,交通银行大连普兰店贸分理处,,熊
代聪慧,13960910767,gsas568ga@tech.com,FerdinandSteven,027-54678743,,凯祥实业有限公司,黄石得少路 10号 狡小区 27号楼 7单元 123室,天津市职业大学,060103 历史地理学,验光配镜师,鹰潭市,护师,,交通银行大连瓦房店支行,,纪
声碧玉,15844998843,om7g07csm@tech.com,ReynoldsLynn,027-54678744,,利仁实业有限公司,黄石蒙找路 05号 迪小区 81号楼 8单元 454室,天津中德职业实业学院,060104 历史文献学,药学咨询师,抚州市,技师,,交通银行大连瓦房店新华分理处,,舒
青俊名,13698786979,7ocln0gf1@tech.com,CommonsGrace,027-54678745,,金广实业有限公司,黄石粤此路 12号 口无遮拦小区 27号楼 5单元 178室,天津滨海职业学院,060105 专门史,医疗救护师,新余市,助理农艺师,,交通银行大连瓦房店铁东分理处,,屈
陶晨濡,15838190189,2djqnfck5@tech.com,JuliusBlithe,027-54678746,,干瑞实业有限公司,黄石短寄路 12号 谆小区 23号楼 3单元 892室,天津工程职业实业学院,060106 中国古代史,医学检验师,宜春市,助理兽医师,,交通银行大连瓦房店长春路分理处,,项
局鸿彩,15847967472,m2fqbpjj0@tech.com,EstherElvira,027-54678747,,弘康实业有限公司,黄石继境路 12号 谛小区 26号楼 1单元 458室,天津青年职业学院,060107 中国近现代史,医学生物试验师,萍乡市,助理畜牧师,,交通银行大连瓦房店春光分理处,,祝
畅如波,15169100031,fn60gahnn@tech.com,VioletMary,027-54678748,,大鼎实业有限公司,黄石兰八路 05号 呛小区 38号楼 5单元 271室,天津渤海职业技术学院,060108 世界史,医学文秘,吉安市,助理经济师,,交通银行大连瓦房店大通分理处,,董
郎浩慨,15143237121,72gk6b2ee@tech.com,CongrevePayne,027-54678749,,复禄实业有限公司,黄石卓筒路 16号 誓小区 94号楼 1单元 149室,天津电子信息职业技术学院,07 理学,医药营销师,赣州市,助理会(审)计师,,交通银行大连瓦房店金源分理处,,梁
力盼香,15812516791,2i7k2c6m5@tech.com,MorleyKing,027-54678750,,万美实业有限公司,黄石罩疽路 18号 闪亮小区 33号楼 4单元 806室,天津机电职业技术学院,0701 数学,医院管理师,济南市,助理统计师,,交通银行大连瓦房店轴承分理处,,杜
泰嘉美,18527756599,ljrc6lo07@tech.com,Johnston(e)Winifred,027-54678751,,厚辉实业有限公司,黄石偌志路 13号 刃小区 11号楼 3单元 683室,天津现代职业技术学院,070101 基础数学,营养师,德州市,助理馆员,,交通银行大连瓦房店新生分理处,,阮
冠炫明,15802278225,elccqbqrk@tech.com,RogerTyler,027-54678752,,万协实业有限公司,黄石绦亟路 10号 闲小区 97号楼 2单元 159室,天津公安警官职业学院,070102 计算数学,多媒体设计师,滨州市,助理馆员,,交通银行大连瓦房店长城分理处,,蓝
程顺美,15172819722,9o7ilpqeq@tech.com,BartonAndre,027-54678753,,寿满实业有限公司,黄石诺性路 09号 庸小区 39号楼 3单元 538室,天津轻工职业技术学院,070103 概率论与数理统计,工艺美术设计师,东营市,助理技术编辑,,交通银行鞍山分行,,闵
綦盼翠,18503715932,0okita4go@tech.com,RolandSidney,027-54678754,,泰泰技术有限公司,黄石占沼路 14号 咐小区 57号楼 1单元 372室,天津商务职业学院,070104 应用数学,广播电视工程师,烟台市,二级校对,,交通银行抚顺分行,,席
伦英秀,13652981720,ikp85rjai@tech.com,LucyEudora,027-54678755,,晶千技术有限公司,黄石职怕路 07号 影小区 89号楼 9单元 746室,天津国土资源和房屋职业学院,070105 运筹学与控制论,广告设计师,威海市,助理馆员,,交通银行丹东分行帐务中心,,季
泥湛颖,15102831458,5fr9flr1h@tech.com,WheelerMabel,027-54678756,,慧德长技术有限公司,黄石澄碧路 11号 赜小区 40号楼 6单元 763室,天津医学高等专科学校,0702 物理学,礼仪策划师,淄博市,助理工艺美术师,,交通银行锦州分行,,麻
松梅梅,13938363382,fc6fledqq@tech.com,MargaretGodfery,027-54678757,,通广技术有限公司,黄石茸远路 04号 匾小区 74号楼 8单元 793室,天津开发区职业技术学院,070201 理论物理,礼仪督导师,潍坊市,二级教练,,交通银行营口分行帐务中心,,强
线流芳苓,18878650526,e16t7p18l@tech.com,JeffersonHulda,027-54678758,,茂禄技术有限公司,黄石澈氐路 14号 烁小区 78号楼 5单元 550室,天津艺术职业学院,070202 粒子物理与原子核物理,礼仪主持人,聊城市,二级播音员,,交通银行辽阳支行帐务中心,,贾
谯诗蕾,15876133115,p74shbnkr@tech.com,WalkerAndrew,027-54678759,,康巨技术有限公司,黄石履汾路 10号 坠小区 95号楼 3单元 863室,天津交通职业学院,070203 原子与分子物理,旅游工艺品设计师,泰安市,四级律师,,交通银行长春分行,,路
别亦绿,18838670300,sb9g2l38e@tech.com,BrookGiles,027-54678760,,全洪技术有限公司,黄石芈烧路 12号 以小区 94号楼 6单元 737室,天津冶金职业技术学院,070204 等离子体物理,人物形象设计师,莱芜市,四级公证员,,交通银行长春分行营业部,,娄
所梦凡,18542885290,qkdjtn3p8@tech.com,HowardSean,027-54678761,,耀春技术有限公司,黄石坦呛路 12号 每小区 17号楼 2单元 654室,天津石油职业技术学院,070205 凝聚态物理,摄影师,青岛市,助理实验师,,交通银行长春分行长春大街支行,,危
谷梁怀梦,13923538405,er4edp3o7@tech.com,RaymondWendy,027-54678762,,本佳技术有限公司,黄石己备路 10号 茨小区 36号楼 1单元 317室,天津城市职业学院,070206 声学,视觉传达艺术设计师,日照市,技术员,,交通银行长春分行亚泰支行,,江
勾绍晖,18567368652,99oa81ts4@tech.com,ValentineSarah,027-54678763,,和裕技术有限公司,黄石潞感路 14号 浊小区 99号楼 7单元 411室,天津铁道职业技术学院,070207 光学,新闻采编,济宁市,医士,,交通银行长春分行开发区支行,,童
寒雁山,18836360005,a6tggq35p@tech.com,GeordieMarvin,027-54678764,,欣亚技术有限公司,黄石胖兴路 05号 乖小区 94号楼 5单元 846室,天津工艺美术职业学院,070208 无线电物理,艺术设计师,菏泽市,药士,,交通银行长春分行自由广场支行,,颜
谈芫华,18573228611,0dqi3g550@tech.com,BarneyDuke,027-54678765,,元寿技术有限公司,黄石娇侣路 05号 恳小区 50号楼 2单元 401室,天津城市建设管理职业技术学院,0703 化学,影视动画设计师,临沂市,护士,,交通银行长春分行汽车城支行,,郭
和雅静,15849596339,87m5iqjsc@tech.com,EugenClaire,027-54678766,,盈慧德技术有限公司,黄石嵌圆路 18号 狭小区 23号楼 7单元 707室,天津生物工程职业技术学院,070301 无机化学,影视多媒体工程师,枣庄市,技士,,交通银行长春分行长江路支行,,梅
家慧德海,15118343716,rto29g1o4@tech.com,ErnestEmma,027-54678767,,泰多技术有限公司,黄石阑澄路 10号 渭小区 95号楼 3单元 908室,天津海运职业学院,070302 分析化学,影视广告策划师,郑州市,农业技术员,,交通银行长春分行一汽支行,,盛
区白翠,13688263236,gle6odfpp@tech.com,CurmeBarbara,027-54678768,,协佳技术有限公司,黄石杆钨路 07号 噶小区 72号楼 5单元 482室,天津广播影视职业学院,070303 有机化学,珠宝首饰鉴定师,安阳市,兽医技术员,,交通银行长春分行新曙光支行,,林
闻鸿禧,15882468717,1f0odk2el@tech.com,FannyYale,027-54678769,,全庆技术有限公司,黄石睾盗路 09号 导小区 57号楼 8单元 736室,复旦大学,070304 物理化学,装潢艺术设计师,鹤壁市,畜牧技术员,,交通银行长春分行卫星广场支行,,刁
弭兰芝,18532369965,i6o9sr0mm@tech.com,ThodoreHarriet,027-54678770,,晶富技术有限公司,黄石猜扛路 12号 韭小区 45号楼 3单元 778室,同济大学,070305 高分子化学与物理,装饰艺术设计师,濮阳市,经济员,,交通银行吉林分行鸿博支行,,锺
相碧玉,13654940719,oaj2oa5h5@tech.com,FowlerEdith,027-54678771,,顺光技术有限公司,黄石粕必路 09号 优小区 74号楼 2单元 387室,上海交通大学,0704 天文学,彩铃设计师,新乡市,会(审)计员,,交通银行吉林分行松江分理处,,徐
后映菡,13655941620,mkeo1qlft@tech.com,CroninRyan,027-54678772,,百进技术有限公司,黄石鹿毖路 08号 痉小区 15号楼 5单元 174室,华东理工大学,070401 天体物理,地籍测绘工程师,焦作市,统计员,,交通银行吉林分行河南街支行,,邱
阳飞翔,18819675987,1t283rgkl@tech.com,RebeccaTheobald,027-54678773,,国福技术有限公司,黄石堤角视路 03号 顺小区 59号楼 8单元 784室,上海理工大学,070402 天体测量与天体力学,地球化学勘查工程师,三门峡市,管理员,,交通银行吉林分行华南分理处,,骆
枚怜阳,15898183761,3atqjcme3@tech.com,Ackerman(n)Emily,027-54678774,,飞成技术有限公司,黄石急柏路 12号 屏小区 46号楼 3单元 956室,上海海事大学,0705 地理学,地球物理测井工程师,开封市,技术设计员,,交通银行吉林分行丰银分理处,,高
